File	Time (s)	Graph Size	Kernel Size	k	Constraints (total)	Constraints (needed)
../test_instances/final/random_ER/random_18_1_1.dimacs	0.12	18	13	6	2601	936
../test_instances/final/random_ER/random_18_2_0.dimacs	1.33	18	18	15	2601	2601
../test_instances/final/random_ER/random_18_2_1.dimacs	2.31	18	18	17	2601	2601
../test_instances/final/random_ER/random_18_3_0.dimacs	1.07	18	18	17	2601	2601
../test_instances/final/random_ER/random_18_3_1.dimacs	0.95	18	18	13	2601	2601
../test_instances/final/random_ER/random_18_4_0.dimacs	15.24	18	18	28	2601	2601
../test_instances/final/random_ER/random_18_4_1.dimacs	1.53	18	18	20	2601	2601
../test_instances/final/random_ER/random_18_5_0.dimacs	2.54	18	18	25	2601	2601
../test_instances/final/random_ER/random_18_5_1.dimacs	1.34	18	18	19	2601	2601
../test_instances/final/random_ER/random_18_6_0.dimacs	1.70	18	18	20	2601	2601
../test_instances/final/random_ER/random_18_6_1.dimacs	1.42	18	18	20	2601	2601
../test_instances/final/random_ER/random_18_7_0.dimacs	1.02	18	18	16	2601	2601
../test_instances/final/random_ER/random_18_7_1.dimacs	1.56	18	18	18	2601	2601
../test_instances/final/random_ER/random_18_8_0.dimacs	1.48	18	18	14	2601	2601
../test_instances/final/random_ER/random_18_8_1.dimacs	1.31	18	18	14	2601	2601
../test_instances/final/random_ER/random_18_9_0.dimacs	0.08	18	18	5	2601	2601
../test_instances/final/random_ER/random_18_9_1.dimacs	0.40	18	18	11	2601	2601
../test_instances/final/random_ER/random_20_1_0.dimacs	0.07	20	17	6	3610	2176
../test_instances/final/random_ER/random_20_1_1.dimacs	0.06	20	19	4	3610	3078
../test_instances/final/random_ER/random_20_2_0.dimacs	1.17	20	20	14	3610	3610
../test_instances/final/random_ER/random_20_2_1.dimacs	0.65	20	19	12	3610	3078
../test_instances/final/random_ER/random_20_3_0.dimacs	2.89	20	20	26	3610	3610
../test_instances/final/random_ER/random_20_3_1.dimacs	2.59	20	20	20	3610	3610
../test_instances/final/random_ER/random_20_4_0.dimacs	6.96	20	20	27	3610	3610
../test_instances/final/random_ER/random_20_4_1.dimacs	2.76	20	20	26	3610	3610
../test_instances/final/random_ER/random_20_5_0.dimacs	4.53	20	20	30	3610	3610
../test_instances/final/random_ER/random_20_5_1.dimacs	6.31	20	20	32	3610	3610
../test_instances/final/random_ER/random_20_6_0.dimacs	3.82	20	20	31	3610	3610
../test_instances/final/random_ER/random_20_6_1.dimacs	3.37	20	20	29	3610	3610
../test_instances/final/random_ER/random_20_7_0.dimacs	1.76	20	20	23	3610	3610
../test_instances/final/random_ER/random_20_7_1.dimacs	3.98	20	20	26	3610	3610
../test_instances/final/random_ER/random_20_8_0.dimacs	1.37	20	20	18	3610	3610
../test_instances/final/random_ER/random_20_8_1.dimacs	1.98	20	20	17	3610	3610
../test_instances/final/random_ER/random_20_9_0.dimacs	0.22	20	20	9	3610	3610
../test_instances/final/random_ER/random_20_9_1.dimacs	0.52	20	20	9	3610	3610
../test_instances/final/random_ER/random_22_1_0.dimacs	0.09	22	20	6	4851	3610
../test_instances/final/random_ER/random_22_1_1.dimacs	0.49	22	20	8	4851	3610
../test_instances/final/random_ER/random_22_2_0.dimacs	17.32	22	22	25	4851	4851
../test_instances/final/random_ER/random_22_2_1.dimacs	15.19	22	22	22	4851	4851
../test_instances/final/random_ER/random_22_3_0.dimacs	44.68	22	22	35	4851	4851
../test_instances/final/random_ER/random_22_3_1.dimacs	27.36	22	22	29	4851	4851
../test_instances/final/random_ER/random_22_4_0.dimacs	4.88	22	22	27	4851	4851
../test_instances/final/random_ER/random_22_4_1.dimacs	7.24	22	22	31	4851	4851
../test_instances/final/random_ER/random_22_5_0.dimacs	7.51	22	22	36	4851	4851
../test_instances/final/random_ER/random_22_5_1.dimacs	4.47	22	22	32	4851	4851
../test_instances/final/random_ER/random_22_6_0.dimacs	4.43	22	22	34	4851	4851
../test_instances/final/random_ER/random_22_6_1.dimacs	5.25	22	22	35	4851	4851
../test_instances/final/random_ER/random_22_7_0.dimacs	7.57	22	22	35	4851	4851
../test_instances/final/random_ER/random_22_7_1.dimacs	3.64	22	22	28	4851	4851
../test_instances/final/random_ER/random_22_8_0.dimacs	3.25	22	22	21	4851	4851
../test_instances/final/random_ER/random_22_8_1.dimacs	2.86	22	22	25	4851	4851
../test_instances/final/random_ER/random_22_9_0.dimacs	1.51	22	22	12	4851	4851
../test_instances/final/random_ER/random_22_9_1.dimacs	0.75	22	22	12	4851	4851
../test_instances/final/random_ER/random_24_1_0.dimacs	0.28	24	19	7	6348	3078
../test_instances/final/random_ER/random_24_1_1.dimacs	0.94	24	23	10	6348	5566
../test_instances/final/random_ER/random_24_2_0.dimacs	9.87	24	24	23	6348	6348
../test_instances/final/random_ER/random_24_2_1.dimacs	4.95	24	23	18	6348	5566
../test_instances/final/random_ER/random_24_3_0.dimacs	68.68	24	24	34	6348	6348
../test_instances/final/random_ER/random_24_3_1.dimacs	65.42	24	24	39	6348	6348
../test_instances/final/random_ER/random_24_4_0.dimacs	73.17	24	24	41	6348	6348
../test_instances/final/random_ER/random_24_4_1.dimacs	13.06	24	24	37	6348	6348
../test_instances/final/random_ER/random_24_5_0.dimacs	62.34	24	24	50	6348	6348
../test_instances/final/random_ER/random_24_5_1.dimacs	12.46	24	24	40	6348	6348
../test_instances/final/random_ER/random_24_6_0.dimacs	11.20	24	24	43	6348	6348
../test_instances/final/random_ER/random_24_6_1.dimacs	41.85	24	24	49	6348	6348
../test_instances/final/random_ER/random_24_7_0.dimacs	17.23	24	24	42	6348	6348
../test_instances/final/random_ER/random_24_7_1.dimacs	6.76	24	24	32	6348	6348
../test_instances/final/random_ER/random_24_8_0.dimacs	4.93	24	24	28	6348	6348
../test_instances/final/random_ER/random_24_8_1.dimacs	4.46	24	24	24	6348	6348
../test_instances/final/random_ER/random_24_9_0.dimacs	5.15	24	24	21	6348	6348
../test_instances/final/random_ER/random_24_9_1.dimacs	2.78	24	24	18	6348	6348
../test_instances/final/random_ER/random_26_1_0.dimacs	3.57	26	23	16	8125	5566
../test_instances/final/random_ER/random_26_1_1.dimacs	1.26	26	24	11	8125	6348
../test_instances/final/random_ER/random_26_2_0.dimacs	89.72	26	26	29	8125	8125
../test_instances/final/random_ER/random_26_2_1.dimacs	84.31	26	26	31	8125	8125
../test_instances/final/random_ER/random_26_3_0.dimacs	136.03	26	26	41	8125	8125
../test_instances/final/random_ER/random_26_3_1.dimacs	1588.83	26	26	47	8125	8125
../test_instances/final/random_ER/random_26_4_0.dimacs	234.86	26	26	52	8125	8125
../test_instances/final/random_ER/random_26_4_1.dimacs	173.64	26	26	50	8125	8125
../test_instances/final/random_ER/random_26_5_0.dimacs	88.20	26	26	56	8125	8125
../test_instances/final/random_ER/random_26_5_1.dimacs	83.00	26	26	52	8125	8125
../test_instances/final/random_ER/random_26_6_0.dimacs	87.48	26	26	57	8125	8125
../test_instances/final/random_ER/random_26_6_1.dimacs	47.69	26	26	54	8125	8125
../test_instances/final/random_ER/random_26_7_0.dimacs	24.43	26	26	45	8125	8125
../test_instances/final/random_ER/random_26_7_1.dimacs	17.00	26	26	42	8125	8125
../test_instances/final/random_ER/random_26_8_0.dimacs	12.45	26	26	36	8125	8125
../test_instances/final/random_ER/random_26_8_1.dimacs	6.64	26	26	32	8125	8125
../test_instances/final/random_ER/random_26_9_0.dimacs	2.38	26	26	15	8125	8125
../test_instances/final/random_ER/random_26_9_1.dimacs	3.14	26	26	18	8125	8125
../test_instances/final/random_ER/random_28_1_0.dimacs	1.98	28	28	14	10206	10206
../test_instances/final/random_ER/random_28_1_1.dimacs	0.13	28	21	6	10206	4200
../test_instances/final/random_ER/random_28_2_0.dimacs	306.47	28	28	38	10206	10206
../test_instances/final/random_ER/random_28_2_1.dimacs	169.71	28	28	29	10206	10206
../test_instances/final/random_ER/random_28_3_0.dimacs	430.22	28	28	49	10206	10206
../test_instances/final/random_ER/random_28_3_1.dimacs	2056.42	28	28	58	10206	10206
../test_instances/final/random_ER/random_28_4_0.dimacs	375.04	28	28	62	10206	10206
../test_instances/final/random_ER/random_28_4_1.dimacs	248.92	28	28	57	10206	10206
../test_instances/final/random_ER/random_28_5_0.dimacs	604.57	28	28	67	10206	10206
../test_instances/final/random_ER/random_28_5_1.dimacs	125.17	28	28	63	10206	10206
../test_instances/final/random_ER/random_28_6_0.dimacs	476.69	28	28	68	10206	10206
../test_instances/final/random_ER/random_28_6_1.dimacs	30.69	28	28	54	10206	10206
../test_instances/final/random_ER/random_28_7_0.dimacs	29.32	28	28	51	10206	10206
../test_instances/final/random_ER/random_28_7_1.dimacs	42.01	28	28	49	10206	10206
../test_instances/final/random_ER/random_28_8_0.dimacs	25.16	28	28	43	10206	10206
../test_instances/final/random_ER/random_28_8_1.dimacs	23.07	28	28	43	10206	10206
../test_instances/final/random_ER/random_28_9_0.dimacs	8.02	28	28	26	10206	10206
../test_instances/final/random_ER/random_28_9_1.dimacs	9.24	28	28	26	10206	10206
../test_instances/final/random_ER/random_30_1_0.dimacs	1.94	30	25	12	12615	7200
../test_instances/final/random_ER/random_30_1_1.dimacs	1.83	30	27	12	12615	9126
../test_instances/final/random_ER/random_30_2_0.dimacs	339.37	30	29	35	12615	11368
../test_instances/final/random_ER/random_30_2_1.dimacs	155.14	30	30	40	12615	12615
../test_instances/final/random_ER/random_30_5_0.dimacs	179.74	30	30	71	12615	12615
../test_instances/final/random_ER/random_30_5_1.dimacs	1301.96	30	30	78	12615	12615
../test_instances/final/random_ER/random_30_6_0.dimacs	70.86	30	30	66	12615	12615
../test_instances/final/random_ER/random_30_6_1.dimacs	349.27	30	30	75	12615	12615
../test_instances/final/random_ER/random_30_7_0.dimacs	55.69	30	30	59	12615	12615
../test_instances/final/random_ER/random_30_7_1.dimacs	298.71	30	30	73	12615	12615
../test_instances/final/random_ER/random_30_8_0.dimacs	33.50	30	30	48	12615	12615
../test_instances/final/random_ER/random_30_8_1.dimacs	29.40	30	30	49	12615	12615
../test_instances/final/random_ER/random_30_9_0.dimacs	13.68	30	30	33	12615	12615
../test_instances/final/random_ER/random_30_9_1.dimacs	10.47	30	30	31	12615	12615
../test_instances/final/random_SBM/sbm_10_1_80_20.dimacs	0.04	10	10	4	405	405
../test_instances/final/random_SBM/sbm_10_1_88_12.dimacs	0.01	10	10	2	405	405
../test_instances/final/random_SBM/sbm_10_1_95_5.dimacs	0.01	10	10	1	405	405
../test_instances/final/random_SBM/sbm_10_2_80_20.dimacs	0.05	10	10	4	405	405
../test_instances/final/random_SBM/sbm_10_2_88_12.dimacs	0.00	10	8	1	405	196
../test_instances/final/random_SBM/sbm_10_2_95_5.dimacs	0.01	10	8	1	405	196
../test_instances/final/random_SBM/sbm_10_3_80_20.dimacs	0.02	10	10	4	405	405
../test_instances/final/random_SBM/sbm_10_3_88_12.dimacs	0.03	10	10	5	405	405
../test_instances/final/random_SBM/sbm_10_3_95_5.dimacs	0.01	10	9	3	405	288
../test_instances/final/random_SBM/sbm_10_4_80_20.dimacs	0.03	10	10	4	405	405
../test_instances/final/random_SBM/sbm_10_4_88_12.dimacs	0.03	10	10	3	405	405
../test_instances/final/random_SBM/sbm_10_4_95_5.dimacs	0.01	10	10	2	405	405
../test_instances/final/random_SBM/sbm_10_5_80_20.dimacs	0.01	10	10	3	405	405
../test_instances/final/random_SBM/sbm_10_5_88_12.dimacs	0.01	10	10	2	405	405
../test_instances/final/random_SBM/sbm_10_5_95_5.dimacs	0.01	10	5	1	405	40
../test_instances/final/random_SBM/sbm_10_6_80_20.dimacs	0.02	10	9	3	405	288
../test_instances/final/random_SBM/sbm_10_6_88_12.dimacs	0.01	10	10	2	405	405
../test_instances/final/random_SBM/sbm_10_6_95_5.dimacs	0.01	10	7	2	405	126
../test_instances/final/random_SBM/sbm_12_1_80_20.dimacs	0.02	12	12	5	726	726
../test_instances/final/random_SBM/sbm_12_1_88_12.dimacs	0.01	12	12	3	726	726
../test_instances/final/random_SBM/sbm_12_1_95_5.dimacs	0.00	12	0	0	726	0
../test_instances/final/random_SBM/sbm_12_2_80_20.dimacs	0.08	12	12	6	726	726
../test_instances/final/random_SBM/sbm_12_2_88_12.dimacs	0.01	12	12	2	726	726
../test_instances/final/random_SBM/sbm_12_2_95_5.dimacs	0.01	12	10	1	726	405
../test_instances/final/random_SBM/sbm_12_3_80_20.dimacs	0.03	12	12	4	726	726
../test_instances/final/random_SBM/sbm_12_3_88_12.dimacs	0.14	12	12	8	726	726
../test_instances/final/random_SBM/sbm_12_3_95_5.dimacs	0.00	12	7	1	726	126
../test_instances/final/random_SBM/sbm_12_4_80_20.dimacs	0.08	12	12	6	726	726
../test_instances/final/random_SBM/sbm_12_4_88_12.dimacs	0.09	12	12	6	726	726
../test_instances/final/random_SBM/sbm_12_4_95_5.dimacs	0.01	12	9	2	726	288
../test_instances/final/random_SBM/sbm_12_5_80_20.dimacs	0.17	12	12	8	726	726
../test_instances/final/random_SBM/sbm_12_5_88_12.dimacs	0.03	12	11	4	726	550
../test_instances/final/random_SBM/sbm_12_5_95_5.dimacs	0.01	12	10	1	726	405
../test_instances/final/random_SBM/sbm_12_6_80_20.dimacs	0.01	12	10	2	726	405
../test_instances/final/random_SBM/sbm_12_6_88_12.dimacs	0.01	12	9	2	726	288
../test_instances/final/random_SBM/sbm_12_6_95_5.dimacs	0.00	12	0	0	726	0
../test_instances/final/random_SBM/sbm_14_1_80_20.dimacs	0.04	14	14	4	1183	1183
../test_instances/final/random_SBM/sbm_14_1_88_12.dimacs	0.01	14	11	2	1183	550
../test_instances/final/random_SBM/sbm_14_1_95_5.dimacs	0.02	14	14	1	1183	1183
../test_instances/final/random_SBM/sbm_14_2_80_20.dimacs	0.31	14	14	10	1183	1183
../test_instances/final/random_SBM/sbm_14_2_88_12.dimacs	0.05	14	13	5	1183	936
../test_instances/final/random_SBM/sbm_14_2_95_5.dimacs	0.11	14	14	7	1183	1183
../test_instances/final/random_SBM/sbm_14_3_80_20.dimacs	0.59	14	14	13	1183	1183
../test_instances/final/random_SBM/sbm_14_3_88_12.dimacs	0.02	14	12	3	1183	726
../test_instances/final/random_SBM/sbm_14_3_95_5.dimacs	0.05	14	14	5	1183	1183
../test_instances/final/random_SBM/sbm_14_4_80_20.dimacs	0.52	14	14	12	1183	1183
../test_instances/final/random_SBM/sbm_14_4_88_12.dimacs	0.07	14	14	6	1183	1183
../test_instances/final/random_SBM/sbm_14_4_95_5.dimacs	0.03	14	13	3	1183	936
../test_instances/final/random_SBM/sbm_14_5_80_20.dimacs	0.32	14	14	10	1183	1183
../test_instances/final/random_SBM/sbm_14_5_88_12.dimacs	0.27	14	14	8	1183	1183
../test_instances/final/random_SBM/sbm_14_5_95_5.dimacs	0.03	14	11	4	1183	550
../test_instances/final/random_SBM/sbm_14_6_80_20.dimacs	0.30	14	14	9	1183	1183
../test_instances/final/random_SBM/sbm_14_6_88_12.dimacs	0.16	14	14	7	1183	1183
../test_instances/final/random_SBM/sbm_14_6_95_5.dimacs	0.02	14	12	3	1183	726
../test_instances/final/random_SBM/sbm_16_1_80_20.dimacs	0.76	16	16	13	1800	1800
../test_instances/final/random_SBM/sbm_16_1_88_12.dimacs	0.11	16	15	7	1800	1470
../test_instances/final/random_SBM/sbm_16_1_95_5.dimacs	0.03	16	16	4	1800	1800
../test_instances/final/random_SBM/sbm_16_2_80_20.dimacs	1.21	16	16	17	1800	1800
../test_instances/final/random_SBM/sbm_16_2_88_12.dimacs	0.13	16	16	6	1800	1800
../test_instances/final/random_SBM/sbm_16_2_95_5.dimacs	0.05	16	16	6	1800	1800
../test_instances/final/random_SBM/sbm_16_3_80_20.dimacs	0.83	16	16	17	1800	1800
../test_instances/final/random_SBM/sbm_16_3_88_12.dimacs	0.52	16	16	11	1800	1800
../test_instances/final/random_SBM/sbm_16_3_95_5.dimacs	0.03	16	15	4	1800	1470
../test_instances/final/random_SBM/sbm_16_4_80_20.dimacs	0.56	16	16	13	1800	1800
../test_instances/final/random_SBM/sbm_16_4_88_12.dimacs	0.56	16	15	9	1800	1470
../test_instances/final/random_SBM/sbm_16_4_95_5.dimacs	0.09	16	16	6	1800	1800
../test_instances/final/random_SBM/sbm_16_5_80_20.dimacs	0.51	16	16	11	1800	1800
../test_instances/final/random_SBM/sbm_16_5_88_12.dimacs	0.48	16	16	11	1800	1800
../test_instances/final/random_SBM/sbm_16_5_95_5.dimacs	0.04	16	16	4	1800	1800
../test_instances/final/random_SBM/sbm_16_6_80_20.dimacs	1.04	16	16	17	1800	1800
../test_instances/final/random_SBM/sbm_16_6_88_12.dimacs	0.34	16	16	8	1800	1800
../test_instances/final/random_SBM/sbm_16_6_95_5.dimacs	0.04	16	15	5	1800	1470
../test_instances/final/random_SBM/sbm_18_1_80_20.dimacs	0.17	18	18	12	2601	2601
../test_instances/final/random_SBM/sbm_18_1_88_12.dimacs	0.13	18	18	11	2601	2601
../test_instances/final/random_SBM/sbm_18_1_95_5.dimacs	0.06	18	18	5	2601	2601
../test_instances/final/random_SBM/sbm_18_2_80_20.dimacs	1.35	18	18	20	2601	2601
../test_instances/final/random_SBM/sbm_18_2_88_12.dimacs	0.10	18	18	7	2601	2601
../test_instances/final/random_SBM/sbm_18_2_95_5.dimacs	0.07	18	18	7	2601	2601
../test_instances/final/random_SBM/sbm_18_3_80_20.dimacs	0.73	18	17	14	2601	2176
../test_instances/final/random_SBM/sbm_18_3_88_12.dimacs	0.19	18	17	9	2601	2176
../test_instances/final/random_SBM/sbm_18_3_95_5.dimacs	0.25	18	18	10	2601	2601
../test_instances/final/random_SBM/sbm_18_4_80_20.dimacs	1.45	18	18	19	2601	2601
../test_instances/final/random_SBM/sbm_18_4_88_12.dimacs	1.11	18	18	14	2601	2601
../test_instances/final/random_SBM/sbm_18_4_95_5.dimacs	0.07	18	18	5	2601	2601
../test_instances/final/random_SBM/sbm_18_5_80_20.dimacs	3.15	18	18	23	2601	2601
../test_instances/final/random_SBM/sbm_18_5_88_12.dimacs	0.77	18	18	13	2601	2601
../test_instances/final/random_SBM/sbm_18_5_95_5.dimacs	0.16	18	18	8	2601	2601
../test_instances/final/random_SBM/sbm_18_6_80_20.dimacs	1.60	18	18	17	2601	2601
../test_instances/final/random_SBM/sbm_18_6_88_12.dimacs	0.56	18	16	12	2601	1800
../test_instances/final/random_SBM/sbm_18_6_95_5.dimacs	0.37	18	18	9	2601	2601
../test_instances/final/random_SBM/sbm_20_1_80_20.dimacs	2.14	20	20	19	3610	3610
../test_instances/final/random_SBM/sbm_20_1_88_12.dimacs	0.42	20	20	17	3610	3610
../test_instances/final/random_SBM/sbm_20_1_95_5.dimacs	0.06	20	20	4	3610	3610
../test_instances/final/random_SBM/sbm_20_2_80_20.dimacs	1.67	20	20	23	3610	3610
../test_instances/final/random_SBM/sbm_20_2_88_12.dimacs	1.87	20	20	19	3610	3610
../test_instances/final/random_SBM/sbm_20_2_95_5.dimacs	0.26	20	20	12	3610	3610
../test_instances/final/random_SBM/sbm_20_3_80_20.dimacs	1.80	20	20	20	3610	3610
../test_instances/final/random_SBM/sbm_20_3_88_12.dimacs	2.46	20	20	20	3610	3610
../test_instances/final/random_SBM/sbm_20_3_95_5.dimacs	0.09	20	19	6	3610	3078
../test_instances/final/random_SBM/sbm_20_4_80_20.dimacs	3.62	20	20	25	3610	3610
../test_instances/final/random_SBM/sbm_20_4_88_12.dimacs	1.86	20	20	14	3610	3610
../test_instances/final/random_SBM/sbm_20_4_95_5.dimacs	0.67	20	19	10	3610	3078
../test_instances/final/random_SBM/sbm_20_5_80_20.dimacs	3.18	20	20	24	3610	3610
../test_instances/final/random_SBM/sbm_20_5_88_12.dimacs	4.25	20	20	17	3610	3610
../test_instances/final/random_SBM/sbm_20_5_95_5.dimacs	0.25	20	20	8	3610	3610
../test_instances/final/random_SBM/sbm_20_6_80_20.dimacs	8.46	20	20	25	3610	3610
../test_instances/final/random_SBM/sbm_20_6_88_12.dimacs	1.31	20	20	18	3610	3610
../test_instances/final/random_SBM/sbm_20_6_95_5.dimacs	0.33	20	20	7	3610	3610
../test_instances/final/random_SBM/sbm_22_1_80_20.dimacs	2.89	22	22	25	4851	4851
../test_instances/final/random_SBM/sbm_22_1_88_12.dimacs	1.51	22	22	15	4851	4851
../test_instances/final/random_SBM/sbm_22_1_95_5.dimacs	0.14	22	22	8	4851	4851
../test_instances/final/random_SBM/sbm_22_2_80_20.dimacs	5.05	22	22	31	4851	4851
../test_instances/final/random_SBM/sbm_22_2_88_12.dimacs	2.55	22	22	21	4851	4851
../test_instances/final/random_SBM/sbm_22_2_95_5.dimacs	0.34	22	22	12	4851	4851
../test_instances/final/random_SBM/sbm_22_3_80_20.dimacs	5.61	22	22	27	4851	4851
../test_instances/final/random_SBM/sbm_22_3_88_12.dimacs	3.89	22	22	22	4851	4851
../test_instances/final/random_SBM/sbm_22_3_95_5.dimacs	0.37	22	22	9	4851	4851
../test_instances/final/random_SBM/sbm_22_4_80_20.dimacs	3.55	22	22	26	4851	4851
../test_instances/final/random_SBM/sbm_22_4_88_12.dimacs	4.40	22	22	24	4851	4851
../test_instances/final/random_SBM/sbm_22_4_95_5.dimacs	0.19	22	21	7	4851	4200
../test_instances/final/random_SBM/sbm_22_5_80_20.dimacs	3.40	22	22	22	4851	4851
../test_instances/final/random_SBM/sbm_22_5_88_12.dimacs	5.86	22	22	23	4851	4851
../test_instances/final/random_SBM/sbm_22_5_95_5.dimacs	1.50	22	22	12	4851	4851
../test_instances/final/random_SBM/sbm_22_6_80_20.dimacs	4.37	22	22	27	4851	4851
../test_instances/final/random_SBM/sbm_22_6_88_12.dimacs	4.99	22	22	21	4851	4851
../test_instances/final/random_SBM/sbm_22_6_95_5.dimacs	1.18	22	22	11	4851	4851
../test_instances/final/random_SBM/sbm_24_1_80_20.dimacs	8.21	24	24	25	6348	6348
../test_instances/final/random_SBM/sbm_24_1_88_12.dimacs	0.29	24	24	16	6348	6348
../test_instances/final/random_SBM/sbm_24_1_95_5.dimacs	0.14	24	24	9	6348	6348
../test_instances/final/random_SBM/sbm_24_2_80_20.dimacs	43.57	24	24	42	6348	6348
../test_instances/final/random_SBM/sbm_24_2_88_12.dimacs	7.08	24	24	32	6348	6348
../test_instances/final/random_SBM/sbm_24_2_95_5.dimacs	0.51	24	24	12	6348	6348
../test_instances/final/random_SBM/sbm_24_3_80_20.dimacs	130.83	24	24	44	6348	6348
../test_instances/final/random_SBM/sbm_24_3_88_12.dimacs	3.26	24	24	20	6348	6348
../test_instances/final/random_SBM/sbm_24_3_95_5.dimacs	0.23	24	24	10	6348	6348
../test_instances/final/random_SBM/sbm_24_4_80_20.dimacs	60.46	24	24	39	6348	6348
../test_instances/final/random_SBM/sbm_24_4_88_12.dimacs	16.35	24	24	32	6348	6348
../test_instances/final/random_SBM/sbm_24_4_95_5.dimacs	0.41	24	24	11	6348	6348
../test_instances/final/random_SBM/sbm_24_5_80_20.dimacs	15.15	24	24	34	6348	6348
../test_instances/final/random_SBM/sbm_24_5_88_12.dimacs	47.46	24	24	32	6348	6348
../test_instances/final/random_SBM/sbm_24_5_95_5.dimacs	0.52	24	23	11	6348	5566
../test_instances/final/random_SBM/sbm_24_6_80_20.dimacs	12.60	24	24	31	6348	6348
../test_instances/final/random_SBM/sbm_24_6_88_12.dimacs	46.34	24	24	28	6348	6348
../test_instances/final/random_SBM/sbm_24_6_95_5.dimacs	0.65	24	24	11	6348	6348
../test_instances/final/random_SBM/sbm_26_1_80_20.dimacs	24.47	26	26	34	8125	8125
../test_instances/final/random_SBM/sbm_26_1_88_12.dimacs	4.36	26	26	24	8125	8125
../test_instances/final/random_SBM/sbm_26_1_95_5.dimacs	0.25	26	26	10	8125	8125
../test_instances/final/random_SBM/sbm_26_2_80_20.dimacs	12.72	26	26	37	8125	8125
../test_instances/final/random_SBM/sbm_26_2_88_12.dimacs	8.32	26	26	30	8125	8125
../test_instances/final/random_SBM/sbm_26_2_95_5.dimacs	3.38	26	26	17	8125	8125
../test_instances/final/random_SBM/sbm_26_3_80_20.dimacs	405.72	26	26	43	8125	8125
../test_instances/final/random_SBM/sbm_26_3_88_12.dimacs	75.69	26	26	37	8125	8125
../test_instances/final/random_SBM/sbm_26_3_95_5.dimacs	0.71	26	26	12	8125	8125
../test_instances/final/random_SBM/sbm_26_4_80_20.dimacs	179.13	26	26	44	8125	8125
../test_instances/final/random_SBM/sbm_26_4_88_12.dimacs	7.36	26	26	30	8125	8125
../test_instances/final/random_SBM/sbm_26_4_95_5.dimacs	4.17	26	26	17	8125	8125
../test_instances/final/random_SBM/sbm_26_5_80_20.dimacs	378.45	26	26	46	8125	8125
../test_instances/final/random_SBM/sbm_26_5_88_12.dimacs	70.01	26	26	33	8125	8125
../test_instances/final/random_SBM/sbm_26_5_95_5.dimacs	2.06	26	25	15	8125	7200
../test_instances/final/random_SBM/sbm_26_6_80_20.dimacs	468.13	26	26	42	8125	8125
../test_instances/final/random_SBM/sbm_26_6_88_12.dimacs	14.97	26	26	29	8125	8125
../test_instances/final/random_SBM/sbm_26_6_95_5.dimacs	0.21	26	25	8	8125	7200
../test_instances/final/random_SBM/sbm_28_1_80_20.dimacs	6.16	28	28	38	10206	10206
../test_instances/final/random_SBM/sbm_28_1_88_12.dimacs	4.98	28	28	25	10206	10206
../test_instances/final/random_SBM/sbm_28_1_95_5.dimacs	0.35	28	28	11	10206	10206
../test_instances/final/random_SBM/sbm_28_2_80_20.dimacs	69.79	28	28	52	10206	10206
../test_instances/final/random_SBM/sbm_28_2_88_12.dimacs	5.86	28	28	24	10206	10206
../test_instances/final/random_SBM/sbm_28_2_95_5.dimacs	0.40	28	28	12	10206	10206
../test_instances/final/random_SBM/sbm_28_3_88_12.dimacs	20.73	28	28	33	10206	10206
../test_instances/final/random_SBM/sbm_28_3_95_5.dimacs	2.44	28	28	19	10206	10206
../test_instances/final/random_SBM/sbm_28_4_80_20.dimacs	155.67	28	28	44	10206	10206
../test_instances/final/random_SBM/sbm_28_4_88_12.dimacs	28.35	28	28	37	10206	10206
../test_instances/final/random_SBM/sbm_28_4_95_5.dimacs	3.22	28	28	17	10206	10206
../test_instances/final/random_SBM/sbm_28_5_80_20.dimacs	1432.87	28	28	50	10206	10206
../test_instances/final/random_SBM/sbm_28_5_88_12.dimacs	79.38	28	28	37	10206	10206
../test_instances/final/random_SBM/sbm_28_5_95_5.dimacs	4.21	28	28	18	10206	10206
../test_instances/final/random_SBM/sbm_28_6_80_20.dimacs	610.48	28	28	42	10206	10206
../test_instances/final/random_SBM/sbm_28_6_88_12.dimacs	412.98	28	28	41	10206	10206
../test_instances/final/random_SBM/sbm_28_6_95_5.dimacs	1.28	28	28	14	10206	10206
../test_instances/final/random_SBM/sbm_30_1_80_20.dimacs	18.55	30	30	46	12615	12615
../test_instances/final/random_SBM/sbm_30_1_88_12.dimacs	2.14	30	30	31	12615	12615
../test_instances/final/random_SBM/sbm_30_1_95_5.dimacs	3.30	30	29	16	12615	11368
../test_instances/final/random_SBM/sbm_30_2_80_20.dimacs	133.71	30	30	41	12615	12615
../test_instances/final/random_SBM/sbm_30_2_88_12.dimacs	15.10	30	30	33	12615	12615
../test_instances/final/random_SBM/sbm_30_2_95_5.dimacs	0.28	30	30	9	12615	12615
../test_instances/final/random_SBM/sbm_30_3_88_12.dimacs	27.86	30	30	36	12615	12615
../test_instances/final/random_SBM/sbm_30_3_95_5.dimacs	3.11	30	27	17	12615	9126
../test_instances/final/random_SBM/sbm_30_4_80_20.dimacs	386.88	30	30	53	12615	12615
../test_instances/final/random_SBM/sbm_30_4_88_12.dimacs	2338.41	30	30	56	12615	12615
../test_instances/final/random_SBM/sbm_30_4_95_5.dimacs	5.63	30	30	22	12615	12615
