File	Time (s)	Graph Size	Kernel Size	k	Constraints (total)	Constraints (needed)
../test_instances/final/random_SBM/sbm_30_1_95_5.dimacs	2.25	30	29	16	12615	9830
../test_instances/final/random_SBM/sbm_30_2_80_20.dimacs	134.24	30	30	41	12615	12615
../test_instances/final/random_SBM/sbm_30_2_88_12.dimacs	15.10	30	30	33	12615	12615
../test_instances/final/random_SBM/sbm_30_2_95_5.dimacs	0.22	30	30	9	12615	10964
../test_instances/final/random_SBM/sbm_30_3_88_12.dimacs	27.73	30	30	36	12615	12615
../test_instances/final/random_SBM/sbm_30_3_95_5.dimacs	1.73	30	27	17	12615	7179
../test_instances/final/random_SBM/sbm_30_4_80_20.dimacs	381.66	30	30	53	12615	12615
../test_instances/final/random_SBM/sbm_30_4_88_12.dimacs	2450.37	30	30	56	12615	11775
../test_instances/final/random_SBM/sbm_30_4_95_5.dimacs	5.65	30	30	22	12615	12615
../test_instances/final/random_SBM/sbm_30_5_88_12.dimacs	3415.61	30	30	46	12615	12615
../test_instances/final/random_SBM/sbm_30_5_95_5.dimacs	6.37	30	30	21	12615	12615
../test_instances/final/random_SBM/sbm_30_6_88_12.dimacs	1446.55	30	30	44	12615	12615
../test_instances/final/random_SBM/sbm_30_6_95_5.dimacs	0.57	30	29	13	12615	9052
